## blobtools v1.0
## assembly	: /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/3_bwa_pilon/s2_pilon/pilon1.fasta
## coverage	: bam0 - /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/4_mapping_to_polished_contig/minimap2_pacbio/pacbio_raw.vs.pilon1.bam
## taxonomy	: tax0 - /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/5_blast_polished_contig/10hit_blast_result/10_hits_all.out
## nodesDB	: /p200/wuzhy_group/luobw/software/blobtools-master/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
ctg657|arrow|pilon	13746	0.5477	0	13.721	Proteobacteria	5002.0	0
ctg658|arrow|pilon	17468	0.569	0	12.306	Proteobacteria	176907.0	0
ctg659|arrow|pilon	27984	0.2722	0	66.014	Arthropoda	5566.0	0
ctg660|arrow|pilon	40088	0.6946	0	6.669	Proteobacteria	38276.0	0
ctg661|arrow|pilon	14709	0.5391	0	7.586	Proteobacteria	56245.0	0
ctg662|arrow|pilon	17649	0.7079	0	6.909	Proteobacteria	33761.0	0
ctg663|arrow|pilon	14826	0.686	0	8.678	Proteobacteria	20490.0	0
ctg664|arrow|pilon	52678	0.3471	0	9.934	no-hit	0.0	0
ctg665|arrow|pilon	42772	0.7014	0	7.807	Proteobacteria	45880.0	0
ctg666|arrow|pilon	14782	0.5164	0	8.011	Proteobacteria	54589.0	0
ctg667|arrow|pilon	20536	0.6489	0	6.727	Proteobacteria	57540.0	1
ctg668|arrow|pilon	14789	0.6625	0	5.474	Proteobacteria	64792.0	0
ctg669|arrow|pilon	14745	0.6675	0	5.419	Proteobacteria	83330.0	0
ctg670|arrow|pilon	50256	0.7037	0	7.267	Proteobacteria	44014.0	0
ctg671|arrow|pilon	13955	0.2489	0	21.217	no-hit	0.0	0
ctg672|arrow|pilon	27819	0.3435	0	7.398	Proteobacteria	1110.0	0
ctg673|arrow|pilon	23411	0.6171	0	15.793	Proteobacteria	139674.0	0
ctg674|arrow|pilon	28789	0.5613	0	9.837	Proteobacteria	190521.0	0
ctg675|arrow|pilon	23405	0.3195	0	103.409	no-hit	0.0	0
ctg676|arrow|pilon	16640	0.5986	0	9.337	Proteobacteria	111255.0	0
ctg677|arrow|pilon	62770	0.5119	0	26.019	no-hit	0.0	0
ctg678|arrow|pilon	13849	0.6636	0	12.017	Proteobacteria	5738.0	1
ctg680|arrow|pilon	14989	0.6833	0	0.0	Proteobacteria	7815.0	0
ctg679|arrow|pilon	12883	0.3253	0	8.988	no-hit	0.0	0
ctg681|arrow|pilon	13738	0.5121	0	112.46	no-hit	0.0	0
ctg682|arrow|pilon	21444	0.6438	0	7.408	Proteobacteria	93550.0	0
ctg683|arrow|pilon	14851	0.3516	0	7.249	Proteobacteria	5065.0	0
ctg684|arrow|pilon	13791	0.595	0	9.515	Proteobacteria	109565.0	0
ctg685|arrow|pilon	22935	0.2937	0	84.43	no-hit	0.0	0
ctg687|arrow|pilon	21692	0.6467	0	7.839	Proteobacteria	126799.0	0
ctg686|arrow|pilon	45372	0.4362	0	138.786	Arthropoda	20479.0	0
ctg688|arrow|pilon	12554	0.6674	0	7.511	Proteobacteria	87882.0	0
ctg689|arrow|pilon	25714	0.5439	0	10.384	Proteobacteria	92890.0	0
ctg690|arrow|pilon	12658	0.6045	0	128.426	Proteobacteria	89086.0	1
ctg691|arrow|pilon	20849	0.6223	0	13.138	Proteobacteria	24875.0	0
ctg692|arrow|pilon	25471	0.6233	0	11.071	Proteobacteria	215987.0	0
ctg693|arrow|pilon	15412	0.5324	0	11.354	Proteobacteria	61955.0	0
ctg694|arrow|pilon	13946	0.2855	0	1.098	Proteobacteria	952.0	0
ctg695|arrow|pilon	28277	0.6904	0	8.487	Proteobacteria	29347.0	0
ctg696|arrow|pilon	13803	0.6588	0	4.11	Proteobacteria	15884.0	0
ctg697|arrow|pilon	24647	0.5572	0	7.342	Proteobacteria	67081.0	0
ctg698|arrow|pilon	13915	0.5989	0	4.244	Proteobacteria	9734.0	0
ctg701|arrow|pilon	14856	0.2019	0	2.117	no-hit	0.0	0
ctg700|arrow|pilon	18693	0.65	0	6.43	Proteobacteria	138907.0	0
ctg699|arrow|pilon	12882	0.2847	0	71.414	no-hit	0.0	0
ctg703|arrow|pilon	19247	0.4972	0	68.372	no-hit	0.0	0
ctg702|arrow|pilon	36873	0.5935	0	15.7	Proteobacteria	316061.0	0
ctg705|arrow|pilon	14458	0.2819	0	2.057	Proteobacteria	2020.0	0
ctg704|arrow|pilon	20830	0.3364	0	8.624	no-hit	0.0	0
ctg706|arrow|pilon	58858	0.5734	0	10.877	Proteobacteria	513458.0	0
ctg708|arrow|pilon	17318	0.5129	0	37.029	no-hit	0.0	0
ctg707|arrow|pilon	13707	0.5076	0	9.636	Proteobacteria	24727.0	0
ctg709|arrow|pilon	13774	0.6286	0	6.895	Proteobacteria	55083.0	0
ctg710|arrow|pilon	12673	0.6069	0	26.957	Proteobacteria	124748.0	0
ctg711|arrow|pilon	16738	0.6569	0	7.84	Proteobacteria	59558.0	1
ctg712|arrow|pilon	17613	0.6023	0	10.802	Proteobacteria	93265.0	0
ctg713|arrow|pilon	24334	0.6744	0	6.168	Proteobacteria	11217.0	0
ctg714|arrow|pilon	12426	0.6282	0	21.123	Actinobacteria	8194.0	0
ctg715|arrow|pilon	12975	0.6756	0	6.1	Proteobacteria	31118.0	0
ctg716|arrow|pilon	13764	0.3412	0	10.56	Proteobacteria	592.0	0
ctg717|arrow|pilon	13789	0.5111	0	7.178	Proteobacteria	9247.0	0
ctg718|arrow|pilon	12979	0.658	0	6.895	Proteobacteria	57619.0	0
ctg719|arrow|pilon	25040	0.6966	0	9.661	Proteobacteria	124389.0	0
ctg720|arrow|pilon	13734	0.629	0	7.066	Proteobacteria	91233.0	0
ctg721|arrow|pilon	12731	0.5538	0	9.399	Proteobacteria	108331.0	0
ctg722|arrow|pilon	13746	0.6515	0	5.889	Proteobacteria	30640.0	0
ctg723|arrow|pilon	35904	0.5441	0	8.438	Proteobacteria	135546.0	0
ctg724|arrow|pilon	60523	0.6999	0	8.267	Proteobacteria	86391.0	0
ctg725|arrow|pilon	14891	0.6082	0	13.522	Proteobacteria	36120.0	0
ctg726|arrow|pilon	12670	0.6594	0	9.461	Proteobacteria	2253.0	0
ctg727|arrow|pilon	11868	0.5275	0	12.352	Proteobacteria	29760.0	0
ctg728|arrow|pilon	12823	0.5355	0	6.953	Proteobacteria	46789.0	0
ctg729|arrow|pilon	12871	0.3309	0	9.748	Proteobacteria	420.0	0
ctg730|arrow|pilon	37263	0.584	0	17.653	Proteobacteria	808148.0	0
ctg731|arrow|pilon	12883	0.5774	0	15.285	Proteobacteria	127977.0	0
ctg732|arrow|pilon	37352	0.6061	0	5.869	Proteobacteria	416182.0	0
ctg733|arrow|pilon	20885	0.3248	0	7.365	no-hit	0.0	0
ctg735|arrow|pilon	11988	0.3308	0	0.0	Proteobacteria	806.0	0
ctg734|arrow|pilon	34047	0.6348	0	8.955	Proteobacteria	251365.0	0
ctg736|arrow|pilon	36649	0.5606	0	16.479	Proteobacteria	393707.0	0
ctg737|arrow|pilon	11765	0.5508	0	36.092	Proteobacteria	18937.0	1
ctg738|arrow|pilon	10615	0.6424	0	6.785	Proteobacteria	64020.0	0
ctg739|arrow|pilon	12890	0.5429	0	4.685	Proteobacteria	71633.0	0
ctg740|arrow|pilon	12859	0.5346	0	6.919	Proteobacteria	71968.0	0
ctg741|arrow|pilon	12815	0.5731	0	9.797	Proteobacteria	91972.0	0
ctg742|arrow|pilon	39066	0.5747	0	10.459	Proteobacteria	198110.0	0
ctg743|arrow|pilon	31585	0.5203	0	6.167	Proteobacteria	10391.0	1
ctg744|arrow|pilon	53424	0.516	0	126.098	no-hit	0.0	0
ctg745|arrow|pilon	32565	0.625	0	6.687	Proteobacteria	46824.0	1
ctg746|arrow|pilon	23654	0.6418	0	7.444	Proteobacteria	110873.0	0
ctg747|arrow|pilon	11783	0.6857	0	5.077	Proteobacteria	16171.0	0
ctg748|arrow|pilon	11777	0.5834	0	5.949	Proteobacteria	49220.0	0
ctg749|arrow|pilon	11879	0.6126	0	8.718	Proteobacteria	68057.0	0
ctg750|arrow|pilon	12807	0.5674	0	5.234	Proteobacteria	59774.0	0
ctg751|arrow|pilon	25852	0.5875	0	6.817	Proteobacteria	24646.0	0
ctg752|arrow|pilon	11750	0.6853	0	9.216	Proteobacteria	13776.0	0
ctg753|arrow|pilon	13055	0.7038	0	6.238	Proteobacteria	8843.0	0
ctg754|arrow|pilon	11755	0.6129	0	12.614	Proteobacteria	86580.0	0
ctg755|arrow|pilon	27352	0.7026	0	7.575	Proteobacteria	30528.0	0
ctg756|arrow|pilon	29389	0.5639	0	11.467	Proteobacteria	138829.0	0
ctg758|arrow|pilon	10952	0.423	0	6.158	Proteobacteria	40699.0	0
ctg759|arrow|pilon	10379	0.606	0	12.277	Proteobacteria	3454.0	1
ctg757|arrow|pilon	43957	0.5989	0	51.02	Proteobacteria	101692.0	0
ctg760|arrow|pilon	43765	0.5741	0	16.853	Proteobacteria	431050.0	0
ctg761|arrow|pilon	41797	0.3192	0	7.554	Proteobacteria	536.0	0
ctg762|arrow|pilon	11765	0.5941	0	29.231	Proteobacteria	118204.0	0
ctg763|arrow|pilon	12878	0.4163	0	6.024	Proteobacteria	39775.0	0
ctg764|arrow|pilon	11819	0.3246	0	13.148	no-hit	0.0	0
ctg767|arrow|pilon	12988	0.5454	0	0.0	Proteobacteria	49026.0	0
ctg765|arrow|pilon	12697	0.7039	0	8.833	Proteobacteria	45518.0	0
ctg766|arrow|pilon	12801	0.6166	0	4.874	Proteobacteria	100916.0	0
ctg768|arrow|pilon	12548	0.5963	0	9.844	Proteobacteria	78307.0	0
ctg769|arrow|pilon	22536	0.5942	0	9.924	Proteobacteria	88781.0	0
ctg771|arrow|pilon	8986	0.57	0	0.886	Proteobacteria	38599.0	0
ctg770|arrow|pilon	16679	0.6334	0	8.34	Proteobacteria	72131.0	0
ctg773|arrow|pilon	11999	0.5655	0	0.0	Proteobacteria	72130.0	0
ctg772|arrow|pilon	15957	0.3519	0	8.83	Proteobacteria	5434.0	0
ctg774|arrow|pilon	11713	0.6509	0	8.787	Proteobacteria	75346.0	0
ctg775|arrow|pilon	16842	0.3166	0	7.777	no-hit	0.0	0
ctg777|arrow|pilon	10986	0.344	0	0.0	no-hit	0.0	0
ctg778|arrow|pilon	10983	0.6479	0	0.156	Proteobacteria	12470.0	0
ctg776|arrow|pilon	11839	0.5152	0	26.784	Proteobacteria	15019.0	1
ctg779|arrow|pilon	11670	0.5821	0	16.696	Proteobacteria	95656.0	0
ctg780|arrow|pilon	9752	0.6592	0	5.958	Proteobacteria	31602.0	1
ctg781|arrow|pilon	42898	0.6045	0	10.253	Proteobacteria	255438.0	0
ctg782|arrow|pilon	11723	0.6341	0	9.668	Proteobacteria	66065.0	0
ctg783|arrow|pilon	34328	0.3233	0	7.87	no-hit	0.0	0
ctg785|arrow|pilon	16164	0.6263	0	6.872	Proteobacteria	21756.0	0
ctg784|arrow|pilon	14926	0.1717	0	100.501	Arthropoda	16767.0	0
ctg786|arrow|pilon	10689	0.6466	0	8.607	Proteobacteria	85128.0	0
ctg787|arrow|pilon	11739	0.3447	0	8.368	Proteobacteria	2169.0	0
ctg788|arrow|pilon	10991	0.5526	0	6.804	Proteobacteria	65953.0	0
ctg789|arrow|pilon	11758	0.6835	0	6.29	Proteobacteria	16121.0	0
ctg790|arrow|pilon	15719	0.658	0	6.431	Proteobacteria	35576.0	0
ctg791|arrow|pilon	33006	0.5819	0	11.256	Proteobacteria	132552.0	0
ctg792|arrow|pilon	28355	0.5778	0	17.665	Proteobacteria	285835.0	0
ctg793|arrow|pilon	10856	0.397	0	6.305	Proteobacteria	28529.0	0
ctg794|arrow|pilon	14767	0.6416	0	5.541	Proteobacteria	24927.0	0
ctg795|arrow|pilon	17682	0.636	0	6.967	Proteobacteria	156913.0	0
ctg796|arrow|pilon	11761	0.5532	0	20.551	Proteobacteria	75923.0	0
ctg797|arrow|pilon	25839	0.5334	0	3.804	Proteobacteria	85951.0	0
ctg798|arrow|pilon	11859	0.4317	0	15.655	Proteobacteria	12660.0	0
ctg800|arrow|pilon	20055	0.4922	0	63.144	no-hit	0.0	0
ctg799|arrow|pilon	56093	0.6606	0	5.969	Proteobacteria	66884.0	0
ctg801|arrow|pilon	29502	0.6538	0	5.002	Proteobacteria	116470.0	1
ctg802|arrow|pilon	28394	0.6543	0	6.603	Proteobacteria	179297.0	0
ctg803|arrow|pilon	10920	0.5496	0	11.414	Proteobacteria	68329.0	0
ctg804|arrow|pilon	17652	0.6148	0	7.42	Proteobacteria	72277.0	0
ctg807|arrow|pilon	22721	0.5123	0	19.677	no-hit	0.0	0
ctg805|arrow|pilon	52705	0.3273	0	10.193	no-hit	0.0	0
ctg808|arrow|pilon	18454	0.5177	0	50.814	no-hit	0.0	0
ctg806|arrow|pilon	10751	0.6758	0	9.01	Proteobacteria	36590.0	0
ctg809|arrow|pilon	51650	0.3342	0	7.913	no-hit	0.0	0
ctg812|arrow|pilon	10980	0.5677	0	1.735	Proteobacteria	70273.0	0
ctg810|arrow|pilon	10747	0.5922	0	10.846	Proteobacteria	124030.0	0
ctg814|arrow|pilon	9993	0.2297	0	12.009	no-hit	0.0	0
ctg811|arrow|pilon	24624	0.6832	0	7.129	Proteobacteria	34985.0	0
ctg813|arrow|pilon	10860	0.3313	0	14.671	no-hit	0.0	0
ctg816|arrow|pilon	11065	0.3213	0	8.821	no-hit	0.0	0
ctg818|arrow|pilon	16981	0.5693	0	0.881	Proteobacteria	63558.0	0
ctg817|arrow|pilon	9802	0.3131	0	5.669	no-hit	0.0	0
ctg815|arrow|pilon	25703	0.1372	0	224.456	Arthropoda	7425.0	0
ctg819|arrow|pilon	10919	0.278	0	74.106	no-hit	0.0	0
ctg820|arrow|pilon	10720	0.5744	0	18.139	Proteobacteria	112852.0	0
ctg821|arrow|pilon	20794	0.6124	0	5.438	Proteobacteria	100255.0	0
ctg823|arrow|pilon	10901	0.3357	0	9.022	no-hit	0.0	0
ctg825|arrow|pilon	58763	0.5122	0	5.006	no-hit	0.0	0
ctg826|arrow|pilon	9970	0.5658	0	0.374	Proteobacteria	75602.0	0
ctg822|arrow|pilon	53068	0.2171	0	39.488	no-hit	0.0	0
ctg824|arrow|pilon	18864	0.6868	0	9.483	Proteobacteria	48099.0	0
ctg827|arrow|pilon	15562	0.5519	0	10.825	Proteobacteria	88340.0	0
ctg828|arrow|pilon	43082	0.6862	0	6.521	Proteobacteria	38027.0	0
ctg830|arrow|pilon	25142	0.5168	0	47.696	no-hit	0.0	0
ctg829|arrow|pilon	19679	0.667	0	12.099	Proteobacteria	70906.0	0
ctg831|arrow|pilon	9941	0.5541	0	6.952	Proteobacteria	33903.0	0
ctg833|arrow|pilon	10891	0.2091	0	67.853	no-hit	0.0	0
ctg832|arrow|pilon	20643	0.6278	0	6.596	Proteobacteria	56493.0	1
ctg834|arrow|pilon	9856	0.3309	0	8.588	no-hit	0.0	0
ctg835|arrow|pilon	10666	0.5081	0	9.767	Proteobacteria	130898.0	0
ctg836|arrow|pilon	10647	0.6876	0	7.795	Proteobacteria	8100.0	0
ctg838|arrow|pilon	10988	0.4068	0	0.0	no-hit	0.0	0
ctg837|arrow|pilon	14686	0.5871	0	16.473	Proteobacteria	135805.0	0
ctg840|arrow|pilon	20802	0.4838	0	113.493	no-hit	0.0	0
ctg841|arrow|pilon	13975	0.5951	0	0.71	Proteobacteria	37976.0	0
ctg839|arrow|pilon	19373	0.6974	0	14.254	Proteobacteria	90336.0	0
ctg842|arrow|pilon	11069	0.3356	0	7.763	no-hit	0.0	0
ctg843|arrow|pilon	56806	0.5155	0	63.504	no-hit	0.0	0
ctg844|arrow|pilon	10700	0.5951	0	6.623	Proteobacteria	76864.0	0
ctg845|arrow|pilon	10882	0.3221	0	11.021	no-hit	0.0	0
ctg847|arrow|pilon	9953	0.5718	0	4.587	Proteobacteria	25146.0	0
ctg846|arrow|pilon	10883	0.328	0	9.654	Proteobacteria	745.0	0
ctg848|arrow|pilon	42883	0.6569	0	7.38	Proteobacteria	208214.0	0
ctg849|arrow|pilon	9650	0.6574	0	9.978	Proteobacteria	28975.0	0
ctg850|arrow|pilon	18588	0.593	0	18.035	Proteobacteria	190692.0	0
ctg853|arrow|pilon	4988	0.3212	0	0.0	no-hit	0.0	0
ctg851|arrow|pilon	10874	0.5991	0	12.211	Proteobacteria	77719.0	0
ctg852|arrow|pilon	21292	0.5095	0	43.162	no-hit	0.0	0
ctg854|arrow|pilon	10913	0.648	0	4.345	Proteobacteria	2803.0	1
ctg855|arrow|pilon	11869	0.6263	0	9.355	Proteobacteria	16600.0	0
ctg856|arrow|pilon	23416	0.6484	0	6.27	Proteobacteria	157266.0	0
ctg857|arrow|pilon	23849	0.5839	0	4.058	Proteobacteria	114274.0	0
ctg858|arrow|pilon	24540	0.5886	0	11.874	Proteobacteria	178305.0	0
ctg861|arrow|pilon	13097	0.2316	0	17.816	no-hit	0.0	0
ctg862|arrow|pilon	15981	0.3407	0	0.667	no-hit	0.0	0
ctg859|arrow|pilon	14448	0.6437	0	6.5	Proteobacteria	92363.0	0
ctg860|arrow|pilon	10908	0.5527	0	2.445	Proteobacteria	324.0	0
ctg863|arrow|pilon	12835	0.5188	0	10.485	Proteobacteria	39955.0	0
ctg864|arrow|pilon	31793	0.5897	0	4.709	Proteobacteria	129171.0	0
ctg865|arrow|pilon	10884	0.3127	0	9.505	Platyhelminthes	163.0	0
ctg866|arrow|pilon	8951	0.2944	0	0.0	no-hit	0.0	0
ctg867|arrow|pilon	10858	0.6298	0	6.764	Proteobacteria	73713.0	0
ctg868|arrow|pilon	9890	0.6849	0	7.853	Proteobacteria	4972.0	0
ctg871|arrow|pilon	10988	0.625	0	0.0	Proteobacteria	13965.0	0
ctg869|arrow|pilon	29750	0.6064	0	4.123	no-hit	0.0	0
ctg870|arrow|pilon	13145	0.2002	0	102.321	no-hit	0.0	0
ctg872|arrow|pilon	18773	0.6331	0	6.012	Proteobacteria	105426.0	0
ctg873|arrow|pilon	31092	0.5746	0	11.814	Proteobacteria	315372.0	0
ctg876|arrow|pilon	9988	0.3327	0	0.869	no-hit	0.0	0
ctg874|arrow|pilon	28439	0.5692	0	10.7	Proteobacteria	222904.0	0
ctg875|arrow|pilon	23580	0.5559	0	4.837	Proteobacteria	80811.0	0
ctg877|arrow|pilon	18516	0.5555	0	8.819	Proteobacteria	54659.0	0
ctg878|arrow|pilon	9722	0.663	0	6.465	Proteobacteria	42088.0	0
ctg879|arrow|pilon	10712	0.5435	0	12.997	Proteobacteria	3336.0	0
ctg880|arrow|pilon	9835	0.6437	0	9.343	Proteobacteria	23102.0	0
ctg881|arrow|pilon	17496	0.6856	0	7.7	Proteobacteria	11913.0	0
ctg882|arrow|pilon	9731	0.315	0	7.819	no-hit	0.0	0
ctg883|arrow|pilon	14737	0.3532	0	10.282	Proteobacteria	8145.0	0
ctg887|arrow|pilon	9988	0.3859	0	0.0	Proteobacteria	616.0	0
ctg884|arrow|pilon	8780	0.5757	0	22.17	Proteobacteria	88605.0	0
ctg885|arrow|pilon	9966	0.2942	0	0.326	Proteobacteria	143.0	0
ctg886|arrow|pilon	13640	0.6845	0	5.941	Proteobacteria	29805.0	0
ctg888|arrow|pilon	9906	0.5435	0	4.462	Proteobacteria	34684.0	0
ctg889|arrow|pilon	21573	0.5787	0	19.128	Proteobacteria	152568.0	0
ctg890|arrow|pilon	18033	0.6823	0	7.142	Proteobacteria	15813.0	0
ctg893|arrow|pilon	9980	0.6214	0	0.0	Proteobacteria	35055.0	0
ctg892|arrow|pilon	41651	0.5142	0	28.713	no-hit	0.0	0
ctg891|arrow|pilon	10574	0.3783	0	33.737	no-hit	0.0	0
ctg894|arrow|pilon	9916	0.6176	0	6.928	Proteobacteria	27423.0	0
ctg895|arrow|pilon	30304	0.6279	0	13.545	Proteobacteria	256670.0	0
ctg897|arrow|pilon	9988	0.4301	0	0.0	Actinobacteria	2430.0	0
ctg900|arrow|pilon	24269	0.4988	0	58.86	no-hit	0.0	0
ctg896|arrow|pilon	30326	0.6238	0	5.445	Proteobacteria	57748.0	0
ctg898|arrow|pilon	9903	0.6888	0	6.869	Proteobacteria	15819.0	0
ctg899|arrow|pilon	9867	0.3395	0	7.332	no-hit	0.0	0
ctg901|arrow|pilon	8867	0.648	0	6.907	Proteobacteria	11358.0	0
ctg904|arrow|pilon	9985	0.6405	0	0.69	Proteobacteria	43684.0	0
ctg907|arrow|pilon	12180	0.5227	0	25.638	Proteobacteria	436.0	0
ctg902|arrow|pilon	17897	0.6355	0	7.047	Proteobacteria	83013.0	0
ctg905|arrow|pilon	13773	0.2278	0	112.149	no-hit	0.0	0
ctg903|arrow|pilon	8834	0.511	0	52.444	no-hit	0.0	0
ctg906|arrow|pilon	9876	0.5738	0	6.868	Proteobacteria	101055.0	0
ctg908|arrow|pilon	8720	0.5864	0	17.447	Proteobacteria	86458.0	0
ctg910|arrow|pilon	9957	0.5799	0	5.396	Proteobacteria	35504.0	0
ctg909|arrow|pilon	39480	0.5697	0	13.359	Proteobacteria	349179.0	0
ctg911|arrow|pilon	8679	0.4633	0	22.731	Proteobacteria	15397.0	0
ctg915|arrow|pilon	8988	0.5614	0	0.0	Proteobacteria	54805.0	0
ctg912|arrow|pilon	22216	0.35	0	12.707	no-hit	0.0	0
ctg913|arrow|pilon	9950	0.2477	0	18.541	Arthropoda	1749.0	0
ctg917|arrow|pilon	9982	0.6378	0	0.886	Proteobacteria	24074.0	0
ctg918|arrow|pilon	17966	0.5736	0	0.0	Proteobacteria	41265.0	0
ctg914|arrow|pilon	13007	0.2819	0	60.35	Arthropoda	4264.0	0
ctg920|arrow|pilon	8963	0.6016	0	0.971	Proteobacteria	27128.0	0
ctg916|arrow|pilon	8987	0.5557	0	18.988	Proteobacteria	131840.0	0
ctg919|arrow|pilon	8868	0.5138	0	13.908	Proteobacteria	12050.0	0
ctg921|arrow|pilon	52213	0.5174	0	95.912	no-hit	0.0	0
ctg922|arrow|pilon	25270	0.5805	0	11.556	Proteobacteria	113008.0	0
ctg923|arrow|pilon	54581	0.6545	0	5.654	Proteobacteria	142947.0	0
ctg924|arrow|pilon	18856	0.5418	0	1.39	Proteobacteria	97178.0	0
ctg928|arrow|pilon	7946	0.2535	0	5.698	no-hit	0.0	0
ctg925|arrow|pilon	8854	0.6106	0	15.399	Proteobacteria	15948.0	0
ctg927|arrow|pilon	8883	0.6046	0	8.041	Proteobacteria	23875.0	0
ctg926|arrow|pilon	8702	0.6422	0	6.872	Proteobacteria	65230.0	0
ctg929|arrow|pilon	12552	0.6558	0	5.656	Proteobacteria	37483.0	0
ctg930|arrow|pilon	101530	0.489	0	124.667	no-hit	0.0	0
ctg931|arrow|pilon	21471	0.6708	0	6.395	Proteobacteria	37321.0	0
ctg935|arrow|pilon	9975	0.3582	0	0.253	no-hit	0.0	0
ctg932|arrow|pilon	9941	0.5253	0	96.628	Proteobacteria	29028.0	1
ctg933|arrow|pilon	9814	0.3478	0	8.306	no-hit	0.0	0
ctg934|arrow|pilon	9551	0.6698	0	6.69	Proteobacteria	18315.0	0
ctg936|arrow|pilon	35148	0.5693	0	6.677	Proteobacteria	70866.0	0
ctg937|arrow|pilon	13904	0.343	0	8.175	Proteobacteria	797.0	0
ctg938|arrow|pilon	8818	0.6218	0	15.244	Proteobacteria	77689.0	0
ctg939|arrow|pilon	9926	0.3364	0	6.969	no-hit	0.0	0
ctg940|arrow|pilon	8788	0.3363	0	10.651	no-hit	0.0	0
ctg942|arrow|pilon	9988	0.259	0	0.0	no-hit	0.0	0
ctg941|arrow|pilon	50750	0.5086	0	60.937	no-hit	0.0	0
ctg943|arrow|pilon	9859	0.6949	0	8.403	Proteobacteria	13590.0	0
ctg944|arrow|pilon	20390	0.7096	0	10.259	Proteobacteria	76912.0	0
ctg945|arrow|pilon	15527	0.5849	0	18.832	Proteobacteria	91111.0	0
ctg946|arrow|pilon	9912	0.547	0	13.012	Proteobacteria	59154.0	0
ctg949|arrow|pilon	7981	0.5893	0	2.444	Proteobacteria	29068.0	0
ctg950|arrow|pilon	8979	0.3444	0	0.622	no-hit	0.0	0
ctg947|arrow|pilon	11168	0.1879	0	27.036	no-hit	0.0	0
ctg948|arrow|pilon	9763	0.6609	0	4.846	Proteobacteria	45013.0	1
ctg952|arrow|pilon	13670	0.714	0	14.639	Proteobacteria	68564.0	0
ctg953|arrow|pilon	8733	0.5188	0	8.697	Proteobacteria	38805.0	0
ctg951|arrow|pilon	8997	0.3531	0	69.503	no-hit	0.0	0
ctg956|arrow|pilon	8986	0.3659	0	0.0	Proteobacteria	3005.0	0
ctg954|arrow|pilon	13897	0.3432	0	9.537	no-hit	0.0	0
ctg955|arrow|pilon	14592	0.6737	0	7.837	Proteobacteria	14363.0	0
ctg959|arrow|pilon	8988	0.3429	0	0.0	no-hit	0.0	0
ctg957|arrow|pilon	9825	0.4115	0	5.896	Proteobacteria	22652.0	0
ctg958|arrow|pilon	8734	0.6308	0	16.116	Proteobacteria	54185.0	0
ctg960|arrow|pilon	9963	0.6826	0	7.91	Proteobacteria	18758.0	1
ctg961|arrow|pilon	8770	0.6843	0	8.378	Proteobacteria	6105.0	0
ctg962|arrow|pilon	8928	0.5924	0	9.4	Proteobacteria	80241.0	0
ctg963|arrow|pilon	17821	0.546	0	18.319	Proteobacteria	724781.0	0
ctg964|arrow|pilon	8776	0.6436	0	7.142	Proteobacteria	41431.0	0
ctg965|arrow|pilon	9025	0.5732	0	0.0	Proteobacteria	41984.0	0
ctg966|arrow|pilon	21852	0.3241	0	10.618	no-hit	0.0	0
ctg967|arrow|pilon	8726	0.5331	0	16.324	Proteobacteria	19728.0	0
ctg968|arrow|pilon	69655	0.5022	0	247.826	no-hit	0.0	0
ctg969|arrow|pilon	8886	0.3464	0	10.698	no-hit	0.0	0
ctg970|arrow|pilon	9978	0.3654	0	15.199	Proteobacteria	5610.0	0
ctg972|arrow|pilon	8929	0.5403	0	11.314	Proteobacteria	60828.0	0
ctg975|arrow|pilon	8959	0.6559	0	4.743	Proteobacteria	6662.0	0
ctg971|arrow|pilon	9828	0.5513	0	21.854	Proteobacteria	100659.0	0
ctg973|arrow|pilon	11789	0.3409	0	10.202	Proteobacteria	913.0	0
ctg974|arrow|pilon	8969	0.5971	0	0.207	Proteobacteria	63619.0	0
ctg976|arrow|pilon	17687	0.3406	0	8.137	no-hit	0.0	0
ctg979|arrow|pilon	7958	0.5635	0	8.129	Proteobacteria	43924.0	0
ctg977|arrow|pilon	8802	0.549	0	11.083	Proteobacteria	17551.0	0
ctg982|arrow|pilon	15090	0.5121	0	31.822	no-hit	0.0	0
ctg978|arrow|pilon	11017	0.1894	0	70.565	Arthropoda	3295.0	0
ctg980|arrow|pilon	8843	0.6551	0	6.278	Proteobacteria	27354.0	0
ctg981|arrow|pilon	8959	0.6754	0	4.414	Proteobacteria	1380.0	1
ctg984|arrow|pilon	8988	0.352	0	0.0	no-hit	0.0	0
ctg983|arrow|pilon	32589	0.6195	0	6.529	Proteobacteria	67408.0	0
ctg985|arrow|pilon	19727	0.6742	0	6.372	Proteobacteria	29357.0	0
ctg986|arrow|pilon	8997	0.3407	0	6.979	Proteobacteria	608.0	0
ctg987|arrow|pilon	8851	0.5997	0	15.823	Proteobacteria	76374.0	0
ctg988|arrow|pilon	14701	0.2668	0	65.264	no-hit	0.0	0
ctg991|arrow|pilon	7988	0.318	0	0.989	no-hit	0.0	0
